suri_rule_id,suri_rule_classtype,suri_rule_msg,most_likely_technique,second_most_likely_technique,third_most_likely_technique
2101222,attempted-admin,GPL TFTP MISC TFTP32 Get Format string attempt,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2008120,policy-violation,ET TFTP Outbound TFTP Read Request,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1102', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Command and Control'}"
2008116,policy-violation,ET TFTP Outbound TFTP Write Request,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1090', 'mitre_technique_name': 'Connection Proxy', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2015857,policy-violation,ET TFTP Outbound TFTP Data Transfer with Cisco config,"{'mitre_technique_id': 'T1048', 'mitre_technique_name': 'Exfiltration Over Alternative Protocol', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1041', 'mitre_technique_name': 'Exfiltration Over Command and Control Channel', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2029232,bad-unknown,ET USER_AGENTS Observed Suspicious UA (DxD),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Input Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}"
2012909,trojan-activity,ET USER_AGENTS Suspicious User-Agent Fragment (WORKED),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2013173,attempted-recon,ET USER_AGENTS Atomic_Email_Hunter User-Agent Inbound,"{'mitre_technique_id': 'T1040', 'mitre_technique_name': 'Network Sniffing', 'mitre_tactic_id': 'TA0012', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1132', 'mitre_technique_name': 'Data Encoding', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}"
2013174,attempted-recon,ET USER_AGENTS Atomic_Email_Hunter User-Agent Outbound,"{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1107', 'mitre_technique_name': 'File Deletion', 'mitre_tactic_id': 'TA0004', 'mitre_tactic_name': 'Impact'}"
2014912,trojan-activity,ET USER_AGENTS Unknown - Java Request  - gt 60char hex-ascii,"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Native API', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Defense Evasion'}"
2030149,trojan-activity,ET USER_AGENTS Possible QBot User-Agent,"{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2030170,trojan-activity,ET USER_AGENTS Suspicious User-Agent (MSIE),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2022775,misc-activity,ET USER_AGENTS BLEXBot User-Agent,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Input Capture', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Collection'}"
2030548,attempted-recon,ET USER_AGENTS SAP CVE-2020-6287 PoC UA Observed,"{'mitre_technique_id': 'T1593', 'mitre_technique_name': 'Phishing', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1195', 'mitre_technique_name': 'Supply Chain Compromise', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2030556,bad-unknown,ET USER_AGENTS Observed Suspicious UA (justupdate),"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Native API', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Defense Evasion'}"
2009699,attempted-dos,ET VOIP REGISTER Message Flood UDP,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Hijacking', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1491', 'mitre_technique_name': 'Defacement', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2009700,attempted-dos,ET VOIP Multiple Unauthorized SIP Responses UDP,"{'mitre_technique_id': 'T1490', 'mitre_technique_name': 'Inhibit Response Function', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1491', 'mitre_technique_name': 'Impair Defenses', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Exhaustion', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2012296,attempted-recon,ET VOIP Modified Sipvicious Asterisk PBX User-Agent,"{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Discovery'}"
2012297,attempted-recon,ET VOIP Possible Inbound VOIP Scan/Misuse With User-Agent Zoiper,"{'mitre_technique_id': 'T1110', 'mitre_technique_name': 'Brute Force', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Credential Access'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Discovery'}"
2011422,attempted-recon,ET VOIP Possible Modified Sipvicious OPTIONS Scan,"{'mitre_technique_id': 'T1110', 'mitre_technique_name': 'Brute Force', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Reconnaissance'}","{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Reconnaissance'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0043', 'mitre_tactic_name': 'Reconnaissance'}"
2100158,attempted-dos,GPL VOIP SIP INVITE message flooding,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1499', 'mitre_technique_name': 'Network Flooding', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2100163,attempted-dos,GPL VOIP SIP 407 Proxy Authentication Required Flood,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1520', 'mitre_technique_name': 'External Remote Services', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}"
2100223,misc-attack,GPL VOIP EXPLOIT SIP UDP Softphone overflow attempt,"{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1193', 'mitre_technique_name': 'Spearphishing Attachment', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1522', 'mitre_technique_name': 'Software Discovery', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Discovery'}"
2100162,attempted-dos,GPL VOIP SIP 401 Unauthorized Flood,"{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1520', 'mitre_technique_name': 'External Remote Services', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}"
2003194,attempted-dos,ET VOIP Multiple Unauthorized SIP Responses TCP,"{'mitre_technique_id': 'T1490', 'mitre_technique_name': 'Inhibit Response Function', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Hijacking', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1491', 'mitre_technique_name': 'Induce Error Condition', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2007704,attempted-user,ET WEB_CLIENT Apple Quicktime RTSP Content-Type overflow attempt,"{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1210', 'mitre_technique_name': 'Exploitation for Client Execution', 'mitre_tactic_id': 'TA0003', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1193', 'mitre_technique_name': 'Supply Chain Compromise', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2011538,attempted-user,ET WEB_CLIENT Firefox Plugin Parameter EnsureCachedAttrParamArrays Remote Code Execution Attempt,"{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2011485,attempted-user,ET WEB_CLIENT RealPlayer FLV Parsing Integer Overflow Attempt,"{'mitre_technique_id': 'T1210', 'mitre_technique_name': 'Exploitation for Client Execution', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1199', 'mitre_technique_name': 'Supply Chain Compromise', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}"
2012041,bad-unknown,ET WEB_CLIENT Hex Obfuscation of String.fromCharCode % Encoding,"{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1001', 'mitre_technique_name': 'Data Obfuscation', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}"
2012043,bad-unknown,ET WEB_CLIENT Hex Obfuscation of charCodeAt % Encoding,"{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1001', 'mitre_technique_name': 'Data Obfuscation', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}"
2012044,bad-unknown,ET WEB_CLIENT Hex Obfuscation of charCodeAt %u UTF-8 Encoding,"{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1001', 'mitre_technique_name': 'Data Obfuscation', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}"
2012042,bad-unknown,ET WEB_CLIENT Hex Obfuscation of String.fromCharCode %u UTF-8 Encoding,"{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1001', 'mitre_technique_name': 'Data Obfuscation', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1140', 'mitre_technique_name': 'Deobfuscate/Decode Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}"
2012052,misc-attack,ET WEB_CLIENT Winzip 15.0 WZFLDVW.OCX IconIndex Property Denial of Service,"{'mitre_technique_id': 'T1490', 'mitre_technique_name': 'Inhibit System Recovery', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1499', 'mitre_technique_name': 'Endpoint Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Hijacking', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2012053,misc-attack,ET WEB_CLIENT Winzip 15.0 WZFLDVW.OCX Text Property Denial of Service,"{'mitre_technique_id': 'T1490', 'mitre_technique_name': 'Inhibit System Recovery', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1491', 'mitre_technique_name': 'Data Encrypted for Impact', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Hijacking', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}"
2012059,bad-unknown,ET WEB_CLIENT Hex Obfuscation of document.write % Encoding,"{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1140', 'mitre_technique_name': 'Deobfuscate/Decode Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2012060,bad-unknown,ET WEB_CLIENT Hex Obfuscation of document.write %u UTF-8 Encoding,"{'mitre_technique_id': 'T1027', 'mitre_technique_name': 'Obfuscated Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1140', 'mitre_technique_name': 'Deobfuscate/Decode Files or Information', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2012151,attempted-dos,ET WEB_SERVER PHP Large Subnormal Double Precision Floating Point Number PHP DoS Inbound,"{'mitre_technique_id': 'T1491', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Resource Consumption'}","{'mitre_technique_id': 'T1490', 'mitre_technique_name': 'Resource Exhaustion', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}","{'mitre_technique_id': 'T1496', 'mitre_technique_name': 'Resource Hijacking', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2017828,trojan-activity,ET WEB_SERVER Perl/Mambo.WebShell Spreader IRC Scanning Message,"{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1102', 'mitre_technique_name': 'Web Service', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Discovery'}"
2017829,trojan-activity,ET WEB_SERVER Perl/Mambo.WebShell Spreader IRC Open Ports Message,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2017830,trojan-activity,ET WEB_SERVER Perl/Mambo.WebShell Spreader IRC No Open Ports Message,"{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0007', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1043', 'mitre_technique_name': 'Commonly Used Port', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}"
2017831,trojan-activity,ET WEB_SERVER Mambo.PerlBot Spreader IRC DDOS Attacking Message,"{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2017832,trojan-activity,ET WEB_SERVER Mambo.PerlBot Spreader IRC DDOS Attack Done Message,"{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Exfiltration'}"
2017833,trojan-activity,ET WEB_SERVER Mambo.PerlBot Spreader IRC DDOS PerlBot Version Message,"{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Exfiltration'}","{'mitre_technique_id': 'T1106', 'mitre_technique_name': 'Execution through API', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}"
2017834,trojan-activity,ET WEB_SERVER Mambo.PerlBot Spreader IRC DDOS Mambo Scanning Message,"{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1105', 'mitre_technique_name': 'Ingress Tool Transfer', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2017835,trojan-activity,ET WEB_SERVER Mambo.PerlBot Spreader IRC DDOS Exploited Message,"{'mitre_technique_id': 'T1046', 'mitre_technique_name': 'Network Service Scanning', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Discovery'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1498', 'mitre_technique_name': 'Network Denial of Service', 'mitre_tactic_id': 'TA0040', 'mitre_tactic_name': 'Impact'}"
2020648,attempted-admin,ET WEB_SERVER Possible CVE-2015-1427 Elastic Search Sandbox Escape Remote Code Execution Attempt,"{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1210', 'mitre_technique_name': 'Exploitation for Client Execution', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}"
2010602,web-application-attack,ET WEB_SPECIFIC_APPS ClarkConnect Linux proxy.php XSS Attempt,"{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command and Scripting Interpreter', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1588', 'mitre_technique_name': 'Compromise Client Software Binary', 'mitre_tactic_id': 'TA0005', 'mitre_tactic_name': 'Defense Evasion'}","{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}"
2011697,web-application-attack,ET WEB_SPECIFIC_APPS JBoss JMX Console Beanshell Deployer .WAR File Upload and Deployment Cross Site Request Forgery Attempt,"{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1071', 'mitre_technique_name': 'Application Layer Protocol', 'mitre_tactic_id': 'TA0011', 'mitre_tactic_name': 'Command and Control'}","{'mitre_technique_id': 'T1100', 'mitre_technique_name': 'Web Shell', 'mitre_tactic_id': 'TA0010', 'mitre_tactic_name': 'Execution'}"
2010945,attempted-user,ET WEB_SPECIFIC_APPS Yahoo CD Player ActiveX Open Stack Overflow Attempt,"{'mitre_technique_id': 'T1190', 'mitre_technique_name': 'Exploit Public-Facing Application', 'mitre_tactic_id': 'TA0001', 'mitre_tactic_name': 'Initial Access'}","{'mitre_technique_id': 'T1199', 'mitre_technique_name': 'Scripting', 'mitre_tactic_id': 'TA0002', 'mitre_tactic_name': 'Execution'}","{'mitre_technique_id': 'T1059', 'mitre_technique_name': 'Command-Line Interface', 'mitre_tactic_id': 'TA0006', 'mitre_tactic_name': 'Execution'}"
